50      22091.4
150     20845.9
600     20750
1250    20423.3
1400    20374
1500    20076.9
2100    19804.1
2900    18805.8
4600    18632.9
5300    18557.5
8950    18339
9150    18253
9250    17555.7
22900   17177.1
22950   16904.1
23750   16547.1
